layer,accuracy,std,stage
0,1.0,0.0,llm
4,1.0,0.0,llm
8,1.0,0.0,llm
12,0.923076923076923,0.15384615384615383,llm
16,0.923076923076923,0.15384615384615383,llm
20,0.923076923076923,0.15384615384615383,llm
24,0.923076923076923,0.15384615384615383,llm
28,0.923076923076923,0.15384615384615383,llm
32,0.923076923076923,0.15384615384615383,llm
35,0.923076923076923,0.15384615384615383,llm
